ID,Evasión,Género,Pareja,Dependientes,Meses_contrato,Teléfono,Internet,Seguridad_online,Soporte_técnico_adicional,Televisión,Películas,Tipo_contrato,Factura_online,Forma_pago,Facturación_mensual,Facturación_anual,Cuentas_Diarias
0295-PPHDO,Sí,Masculino,No,No,32.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),20.05,614.45,0.67
0295-QVKPB,No,Femenino,Sí,No,8.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,No,Electronic check,101.15,842.9,3.37
0297-RBCSG,No,Masculino,No,No,41.0,Sí,Sí,No,No,No,Sí,One year,No,Mailed check,65.0,2531.8,2.17
0298-XACET,No,Masculino,No,No,5.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.25,86.05,0.64
0301-FIDRB,No,Femenino,No,Sí,11.0,No,Sí,Sí,Sí,No,No,One year,Sí,Mailed check,36.05,402.6,1.2
0301-KOBTQ,No,Masculino,No,No,5.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,96.1,453.4,3.2
0302-JOIVN,Sí,Femenino,No,No,16.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,0.64
0303-UNCIP,No,Masculino,No,No,71.0,Sí,Sí,No,Sí,Sí,Sí,One year,No,Bank transfer (automatic),105.75,7382.85,3.52
0303-WMMRN,No,Femenino,No,No,11.0,No,Sí,No,Sí,No,No,One year,Sí,Credit card (automatic),40.4,422.6,1.35
0305-SQECB,No,Femenino,Sí,Sí,61.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,99.15,6010.05,3.3
0306-JAELE,Sí,Femenino,Sí,No,71.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),84.8,6046.1,2.83
0307-BCOPK,No,Masculino,No,No,9.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,178.8,0.66
0308-GIQJT,No,Femenino,No,No,6.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,49.45,314.6,1.65
0308-IVGOK,No,Femenino,No,No,26.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),88.8,2274.35,2.96
0310-MVLET,Sí,Femenino,No,No,6.0,Sí,Sí,Sí,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,1.84
0310-SUCIN,No,Masculino,No,No,11.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Electronic check,84.8,888.75,2.83
0310-VQXAM,No,Masculino,Sí,No,1.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,80.55,80.55,2.68
0311-QYWSS,No,Femenino,Sí,No,49.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),20.15,973.35,0.67
0311-UNPFF,Sí,Femenino,Sí,Sí,3.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Credit card (automatic),58.7,168.6,1.96
0314-TKOSI,No,Femenino,No,No,53.0,Sí,Sí,Sí,Sí,No,Sí,Two year,No,Mailed check,99.5,5424.25,3.32
0315-LVCRK,No,Masculino,Sí,Sí,23.0,Sí,Sí,Sí,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,99.85,2331.3,3.33
0318-QUUOB,Sí,Masculino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,1.51
0318-ZOPWS,No,Masculino,No,No,1.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Mailed check,48.55,48.55,1.62
0319-QZTCO,No,Masculino,No,Sí,3.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Mailed check,26.4,121.25,0.88
0320-DWVTU,No,Femenino,Sí,No,68.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,100.2,6851.65,3.34
0320-JDNQG,Sí,Masculino,No,No,8.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,94.7,740.3,3.16
0322-CHQRU,Sí,Femenino,Sí,No,70.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,97.65,6982.5,3.26
0322-YINQP,Sí,Masculino,Sí,Sí,39.0,Sí,Sí,No,No,Sí,Sí,One year,No,Electronic check,100.0,3835.55,3.33
0323-XWWTN,No,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,70.1,70.1,2.34
0324-BRPCJ,Sí,Femenino,No,No,3.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,97.9,315.3,3.26
0325-XBFAC,Sí,Masculino,Sí,No,60.0,Sí,Sí,No,No,Sí,Sí,One year,No,Bank transfer (automatic),102.5,6157.6,3.42
0326-VDYXE,No,Femenino,Sí,No,5.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,2.33
0327-WFZSY,No,Masculino,No,No,3.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,81.35,233.7,2.71
0328-GRPMV,Sí,Femenino,Sí,No,55.0,Sí,Sí,Sí,Sí,No,No,One year,Sí,Credit card (automatic),66.05,3462.1,2.2
0329-GTIAJ,Sí,Masculino,Sí,No,72.0,Sí,Sí,Sí,Sí,Sí,No,Two year,No,Bank transfer (automatic),74.4,5360.75,2.48
0330-BGYZE,No,Femenino,No,No,41.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,106.3,4443.45,3.54
0330-IVZHA,Sí,Masculino,No,No,60.0,No,Sí,Sí,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,1.32
0334-GDDSO,Sí,Femenino,No,No,6.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,No,Electronic check,89.3,577.6,2.98
0334-ZFJSR,No,Femenino,Sí,No,46.0,Sí,Sí,No,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),108.9,4854.3,3.63
0336-KXKFK,No,Femenino,No,No,15.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,0.66
0336-PIKEI,No,Femenino,Sí,No,58.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Credit card (automatic),102.1,5885.4,3.4
0337-CNPZE,Sí,Masculino,Sí,Sí,23.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,426.65,0.65
0343-QLUZP,No,Femenino,Sí,Sí,31.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,98.9,2911.3,3.3
0345-HKJVM,Sí,Masculino,Sí,No,11.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),45.9,521.9,1.53
0345-XMMUG,No,Femenino,No,No,56.0,Sí,Sí,No,Sí,Sí,No,Two year,Sí,Bank transfer (automatic),99.9,5706.3,3.33
0347-UBKUZ,No,Femenino,No,Sí,25.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,471.7,0.67
0348-SDKOL,Sí,Femenino,No,No,68.0,No,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),64.35,4539.6,2.14
0354-VXMJC,No,Femenino,No,No,40.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,0.65
0354-WYROK,Sí,Masculino,No,No,36.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,84.9,3067.2,2.83
0356-ERHVT,No,Masculino,No,No,32.0,Sí,Sí,Sí,Sí,Sí,Sí,Month-to-month,Sí,Credit card (automatic),108.15,3432.9,3.6
0356-OBMAC,No,Masculino,Sí,Sí,71.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Bank transfer (automatic),86.85,6263.8,2.9
0357-NVCRI,No,Masculino,Sí,No,17.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,102.55,1742.5,3.42
0361-HJRDX,No,Masculino,Sí,No,18.0,Sí,Sí,No,Sí,No,No,Month-to-month,No,Electronic check,78.2,1468.75,2.61
0362-RAOQO,No,Femenino,No,No,37.0,Sí,Sí,Sí,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,3.04
0362-ZBZWJ,Sí,Masculino,No,No,2.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,0.64
0363-QJVFX,Sí,Femenino,Sí,Sí,28.0,Sí,Sí,No,No,No,No,One year,Sí,Bank transfer (automatic),70.4,1992.2,2.35
0363-SVHYR,No,Masculino,No,No,9.0,No,Sí,Sí,No,No,No,One year,No,Mailed check,39.55,373.0,1.32
0365-BZUWY,No,Femenino,No,No,1.0,Sí,Sí,Sí,No,No,No,Month-to-month,No,Electronic check,50.15,50.15,1.67
0365-GXEZS,No,Masculino,Sí,No,65.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Credit card (automatic),20.4,1414.45,0.68
0365-TRTPY,No,Femenino,No,No,3.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,1.49
0366-NQSHS,No,Femenino,No,No,1.0,No,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,34.7,34.7,1.16
0369-ZGOVK,No,Masculino,Sí,No,36.0,Sí,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,93.6,3366.05,3.12
0373-AIVNJ,No,Masculino,No,No,23.0,Sí,Sí,No,Sí,Sí,No,Month-to-month,Sí,Electronic check,90.6,1943.2,3.02
0374-AACSZ,No,Masculino,Sí,Sí,22.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,Sí,Mailed check,57.95,1271.8,1.93
0374-FIUCA,No,Femenino,Sí,No,72.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),112.1,7965.95,3.74
0374-IOEGQ,No,Femenino,Sí,Sí,17.0,Sí,Sí,No,No,Sí,No,Month-to-month,No,Electronic check,88.25,1460.65,2.94
0375-HVGXO,Sí,Femenino,No,No,3.0,Sí,Sí,No,Sí,No,Sí,Month-to-month,No,Electronic check,85.8,272.2,2.86
0376-OIWME,No,Masculino,Sí,No,58.0,Sí,Sí,Sí,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,2.01
0376-YMCJC,Sí,Masculino,Sí,Sí,67.0,Sí,Sí,Sí,No,Sí,Sí,Two year,No,Credit card (automatic),81.35,5398.6,2.71
0377-JBKKT,No,Masculino,No,No,34.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,99.85,3343.15,3.33
0378-CJKPV,No,Masculino,No,No,10.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,198.7,0.67
0378-NHQXU,Sí,Femenino,No,No,69.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),85.35,5897.4,2.84
0378-TOVMS,Sí,Masculino,No,No,40.0,No,Sí,Sí,No,Sí,Sí,One year,No,Credit card (automatic),62.05,2511.55,2.07
0378-XSZPU,Sí,Masculino,No,No,20.0,Sí,Sí,Sí,No,No,Sí,Month-to-month,No,Credit card (automatic),64.4,1398.6,2.15
0379-DJQHR,No,Femenino,Sí,Sí,46.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,967.85,0.65
0380-NEAVX,No,Femenino,Sí,No,2.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,74.4,139.4,2.48
0380-ZCSBI,No,Femenino,Sí,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,70.45,70.45,2.35
0383-CLDDA,No,Femenino,Sí,No,72.0,Sí,Sí,Sí,No,Sí,Sí,Two year,Sí,Credit card (automatic),105.0,7589.8,3.5
0384-LPITE,No,Masculino,Sí,Sí,70.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1790.15,0.84
0384-RVBPI,No,Femenino,No,No,2.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,0.64
0386-CWRGM,No,Masculino,No,Sí,23.0,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Bank transfer (automatic),55.3,1284.2,1.84
0388-EOPEX,Sí,Masculino,Sí,No,36.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,95.4,3474.2,3.18
0390-DCFDQ,Sí,Masculino,Sí,No,59.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),93.85,5574.75,3.13
0392-BZIUW,No,Masculino,No,No,67.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,0.68
0394-YONDK,No,Masculino,Sí,Sí,72.0,Sí,Sí,Sí,No,Sí,Sí,Two year,Sí,Bank transfer (automatic),105.55,7542.25,3.52
0396-HUJBP,No,Femenino,No,No,37.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),101.9,3545.35,3.4
0396-UKGAI,No,Femenino,Sí,Sí,72.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1709.1,0.82
0396-YCHWO,No,Masculino,Sí,No,72.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1421.9,0.66
0397-GZBBC,Sí,Masculino,No,No,3.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.4,229.55,2.48
0397-ZXWQF,No,Femenino,Sí,No,54.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Credit card (automatic),101.5,5373.1,3.38
0401-WDBXM,No,Masculino,Sí,No,60.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,95.75,5742.9,3.19
0402-CQAJN,Sí,Femenino,Sí,No,58.0,Sí,Sí,Sí,No,Sí,Sí,One year,Sí,Credit card (automatic),110.65,6526.65,3.69
0402-OAMEN,No,Femenino,Sí,No,31.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),83.85,2674.15,2.8
0404-AHASP,No,Femenino,No,No,3.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,60.25,170.5,2.01
0404-SWRVG,Sí,Masculino,No,No,55.0,Sí,Sí,Sí,Sí,No,No,Two year,Sí,Electronic check,59.2,3175.85,1.97
0406-BPDVR,Sí,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,1.48
0407-BDJKB,Sí,Masculino,Sí,No,49.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Credit card (automatic),85.3,4297.95,2.84
0409-WTMPL,No,Masculino,No,Sí,8.0,No,Sí,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,0.85
0410-IPFTY,No,Femenino,No,No,39.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,99.75,4036.0,3.32
0411-EZJZE,No,Masculino,Sí,No,66.0,Sí,Sí,Sí,No,No,No,Two year,Sí,Credit card (automatic),66.1,4428.45,2.2
0412-UCCNP,No,Femenino,Sí,Sí,15.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,0.68
0415-MOSGF,Sí,Femenino,Sí,No,51.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,98.85,4947.55,3.3
0419-YAAPX,No,Masculino,No,No,9.0,Sí,Sí,No,Sí,No,No,Month-to-month,No,Mailed check,49.2,447.9,1.64
0420-BWTPW,Sí,Femenino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,0.7
0420-HLGXF,No,Masculino,No,No,25.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,Sí,Bank transfer (automatic),19.5,516.3,0.65
0420-TXVSG,No,Masculino,Sí,No,22.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),87.0,1850.65,2.9
0422-OHQHQ,No,Masculino,No,No,15.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,49.0,749.25,1.63
0422-UXFAP,No,Femenino,Sí,Sí,28.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),90.1,2598.95,3.0
0423-UDIJQ,No,Masculino,No,No,3.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,No,Mailed check,90.7,237.65,3.02
0426-TIRNE,Sí,Femenino,Sí,No,47.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,100.5,4707.1,3.35
0428-AXXLJ,No,Femenino,No,No,67.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Mailed check,85.25,5714.2,2.84
0428-IKYCP,No,Femenino,No,No,18.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.7,1294.6,2.49
0430-IHCDJ,No,Masculino,Sí,No,62.0,Sí,Sí,No,Sí,No,No,Two year,Sí,Credit card (automatic),60.15,3753.2,2.0
0431-APWVY,Sí,Femenino,No,No,41.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,80.55,3263.9,2.68
0432-CAJZV,No,Femenino,No,No,44.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,50.15,2139.1,1.67
0434-CSFON,No,Femenino,No,No,53.0,Sí,Sí,No,Sí,No,Sí,One year,Sí,Credit card (automatic),94.45,5042.75,3.15
0436-TWFFZ,No,Masculino,Sí,No,48.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Mailed check,20.05,1036.0,0.67
0439-IFYUN,No,Femenino,Sí,No,54.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),115.6,6431.05,3.85
0440-EKDCF,No,Femenino,Sí,No,48.0,No,Sí,Sí,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),45.3,2145.0,1.51
0440-MOGPM,No,Masculino,No,No,24.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),99.65,2404.85,3.32
0440-QEXBZ,No,Masculino,No,No,33.0,Sí,Sí,No,Sí,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,2.69
0440-UEDAI,No,Masculino,Sí,No,66.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Electronic check,85.25,5538.35,2.84
0442-TDYUO,No,Femenino,Sí,Sí,3.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,69.55,200.2,2.32
0442-ZXKVS,No,Femenino,No,No,13.0,No,Sí,No,Sí,No,No,Two year,No,Mailed check,35.4,450.4,1.18
0447-BEMNG,Sí,Masculino,Sí,Sí,63.0,Sí,Sí,Sí,No,Sí,Sí,Two year,No,Credit card (automatic),83.5,5435.0,2.78
0447-RXSGD,No,Femenino,Sí,Sí,23.0,Sí,Sí,No,Sí,No,No,Month-to-month,No,Electronic check,83.8,1900.25,2.79
0454-OKRCT,No,Masculino,No,No,3.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Credit card (automatic),20.75,67.1,0.69
0455-ENTCR,No,Masculino,No,No,10.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),56.75,503.25,1.89
0455-XFASS,No,Femenino,Sí,Sí,72.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1460.85,0.67
0458-HEUZG,No,Masculino,No,No,29.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Credit card (automatic),98.8,2807.1,3.29
0459-SPZHJ,No,Femenino,Sí,No,62.0,Sí,Sí,Sí,No,Sí,Sí,One year,Sí,Electronic check,104.85,6312.9,3.49
0461-CVKMU,Sí,Masculino,Sí,No,41.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,73.0,3001.2,2.43
0463-TXOAK,No,Masculino,No,No,43.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,77.85,3365.85,2.6
0463-WZZKO,No,Femenino,No,Sí,26.0,Sí,Sí,No,Sí,Sí,Sí,Two year,Sí,Electronic check,105.45,2715.3,3.52
0463-ZSDNT,No,Femenino,Sí,No,19.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,96.8,1743.05,3.23
0464-WJTKO,No,Femenino,Sí,Sí,72.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.25,1784.5,0.81
0468-YRPXN,No,Femenino,No,No,45.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),102.15,4735.35,3.4
0471-ARVMX,No,Masculino,No,No,32.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),64.85,2010.95,2.16
0471-LVHGK,Sí,Masculino,No,No,41.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Bank transfer (automatic),25.25,996.45,0.84
0475-RIJEP,Sí,Masculino,Sí,Sí,65.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1715.1,0.82
0479-HMSWA,No,Masculino,Sí,No,55.0,Sí,Sí,Sí,No,Sí,No,Month-to-month,Sí,Electronic check,96.75,5238.9,3.22
0480-BIXDE,No,Masculino,Sí,Sí,11.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,225.75,0.65
0480-KYJVA,No,Femenino,No,No,49.0,Sí,Sí,No,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),74.45,3721.9,2.48
0481-SUMCB,No,Masculino,Sí,No,61.0,Sí,Sí,Sí,Sí,Sí,No,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,3.31
0484-FFVBJ,No,Masculino,Sí,Sí,25.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.15,477.6,0.64
0484-JPBRU,No,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,69.5,69.5,2.32
0485-ZBSLN,No,Femenino,No,Sí,23.0,Sí,Sí,No,Sí,No,No,One year,Sí,Electronic check,49.45,1119.35,1.65
0486-HECZI,Sí,Masculino,No,No,21.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,73.7,1558.7,2.46
0486-LGCCH,No,Femenino,No,No,1.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,79.7,79.7,2.66
0487-CRLZF,No,Masculino,Sí,No,5.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),79.9,343.95,2.66
0487-RPVUM,No,Masculino,Sí,No,24.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,No,Bank transfer (automatic),74.4,1712.9,2.48
0487-VVUVK,No,Femenino,No,No,27.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Credit card (automatic),88.3,2467.75,2.94
0488-GSLFR,Sí,Femenino,Sí,No,70.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1397.65,0.66
0489-WMEMG,No,Femenino,No,No,5.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Credit card (automatic),75.55,349.65,2.52
0491-KAPQG,No,Masculino,Sí,Sí,46.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Mailed check,20.2,917.45,0.67
0495-RVCBF,Sí,Femenino,Sí,Sí,2.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,71.65,135.75,2.39
0495-ZBNGW,Sí,Femenino,Sí,Sí,57.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),20.1,1087.7,0.67
0496-AHOOK,No,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,2.37
0504-HHAPI,Sí,Femenino,Sí,No,60.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Credit card (automatic),100.5,6029.0,3.35
0505-SPOOW,No,Masculino,Sí,Sí,37.0,Sí,Sí,Sí,Sí,No,No,Two year,Sí,Credit card (automatic),62.8,2278.75,2.09
0506-LVNGN,Sí,Masculino,No,Sí,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,70.45,70.45,2.35
0506-YLVKJ,No,Masculino,Sí,Sí,28.0,Sí,Sí,No,No,Sí,Sí,One year,No,Bank transfer (automatic),100.35,2799.0,3.34
0508-OOLTO,No,Femenino,No,No,24.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,20.3,459.95,0.68
0508-SQWPL,No,Femenino,No,No,62.0,Sí,Sí,Sí,No,No,No,One year,Sí,Electronic check,92.05,5755.8,3.07
0511-JTEOY,Sí,Femenino,No,No,5.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,No,Electronic check,54.2,308.25,1.81
0512-FLFDW,No,Femenino,Sí,Sí,20.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,442.6,0.68
0513-RBGPE,No,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,2.36
0515-YPMCW,Sí,Masculino,No,No,35.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),102.35,3626.1,3.41
0516-OOHAR,No,Femenino,No,No,52.0,No,Sí,No,Sí,Sí,No,Month-to-month,Sí,Electronic check,50.5,2566.3,1.68
0516-QREYC,No,Femenino,Sí,No,30.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,85.0,2624.25,2.83
0516-UXRMT,No,Masculino,Sí,No,72.0,No,Sí,Sí,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,1.4
0516-VRYBW,Sí,Masculino,No,No,15.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,2.52
0516-WJVXC,Sí,Masculino,No,Sí,70.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Electronic check,114.6,7882.5,3.82
0519-DRGTI,No,Masculino,No,Sí,66.0,Sí,Sí,Sí,Sí,No,No,Two year,No,Bank transfer (automatic),65.7,4378.9,2.19
0519-XUZJU,Sí,Masculino,Sí,No,55.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.0,4052.4,2.47
0520-FDVVT,Sí,Femenino,Sí,No,55.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,85.45,4874.7,2.85
0523-VNGTF,No,Masculino,Sí,No,57.0,Sí,Sí,No,No,Sí,No,One year,Sí,Credit card (automatic),71.1,4140.1,2.37
0524-IAVZO,Sí,Femenino,Sí,No,72.0,Sí,Sí,Sí,No,Sí,Sí,Two year,Sí,Electronic check,109.55,8165.1,3.65
0526-SXDJP,No,Femenino,Sí,No,28.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,563.05,0.68
0529-ONKER,Sí,Masculino,Sí,No,54.0,Sí,Sí,Sí,No,Sí,Sí,Two year,Sí,Bank transfer (automatic),74.55,4191.45,2.48
0530-IJVDB,No,Femenino,Sí,No,2.0,Sí,Sí,Sí,No,No,Sí,Month-to-month,Sí,Mailed check,62.15,113.1,2.07
0531-XBKMM,No,Masculino,No,Sí,12.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,235.8,0.7
0531-ZZJWQ,No,Masculino,No,No,51.0,Sí,Sí,No,No,No,No,One year,Sí,Bank transfer (automatic),79.6,3974.7,2.65
